name,rate,fees,datetime
30-Year fixed-rate mortgage,3.05%," 0.7
 Fees/Points",2021-12-30 08:10:11
15-Year fixed-rate mortgage,2.30%," 0.7
 Fees/Points",2021-12-30 08:10:11
5/1-Year adjustable-rate mortgage,2.37%," 0.4
 Fees/Points",2021-12-30 08:10:11
